"","Mo_2019_122_C"
"3989_345.1815_6.4063_343_N/A_4-acetyloxy-8-(3-oxo-2-pent-2-enylcyclopenten-1-yl)octanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.462525e+06"
"3990_167.0855_6.2495_993_Spectral Match to Benzhydrol from NIST14_Massbank: Cyclizine|1-(Diphenylmethyl)-4-methylpiperazine_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","1.949842e+06"
"3991_450.2474_5.3413_1254_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","8.175492e+05"
"3992_289.1798_8.7862_155_N/A_Dydrogesterone_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","3.520052e+06"
"3993_378.3216_6.8422_532_N/A_Spectral Match to Palmitamide from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA","1.634798e+06"
"3994_292.2272_8.6594_-1_N/A_(S)-3-(4-hydroxyphenyl)chroman-7-ol_NA_no matches_no matches_no matches_no matches","2.039953e+06"
"3995_234.1336_3.1683_2126_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","8.139153e+06"
"3996_337.1647_6.2521_154_N/A_Massbank:AC000918 Atranone B_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","6.448284e+06"
"3997_363.2167_9.249_-1_N/A_Massbank:FFF00224 Dihydrotestosterone_NA_no matches_no matches_no matches_no matches","4.522087e+05"
"3998_382.2439_7.4239_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.006938e+06"
"3999_424.3272_10.649_2309_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","1.229514e+06"
"4000_436.3425_9.8948_642_N/A_bufalin_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","5.201516e+05"
"4001_412.2695_7.7789_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.689086e+05"
"4003_480.2799_7.8226_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.130692e+06"
"4004_341.1598_5.4774_277_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","3.407740e+06"
"4005_362.181_8.2515_2548_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Azoles_NA","6.991731e+05"
"4006_348.2017_4.8373_848_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","3.256762e+06"
"4007_428.2647_7.3638_2520_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","3.196138e+06"
"4009_406.2587_8.2141_320_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.443522e+06"
"4010_416.3374_9.0401_1996_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","1.307138e+06"
"4011_422.2389_8.1597_1495_N/A_NA_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_NA","1.828476e+06"
"4012_359.2219_10.5915_-1_N/A_Spectral Match to 8(9)-EpETE from NIST14_NA_no matches_no matches_no matches_no matches","1.236349e+06"
"4013_414.358_10.8328_309_N/A_Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","1.439719e+06"
"4015_332.1704_5.6618_1213_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","3.621236e+06"
"4016_448.3057_10.4931_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.321168e+06"
"4017_472.3112_7.0792_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.164007e+06"
"4018_394.2222_7.0448_249_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Tetrazoles","2.150820e+06"
"4019_221.1173_5.9016_-1_N/A_ABSCISIC ACID_NA_no matches_no matches_no matches_no matches","3.767830e+06"
"4021_420.2233_7.2002_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.556924e+06"
"4022_171.1016_5.8188_176_N/A_Massbank:KW100303 3,3-pentamethylene-4-butyrolactam_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","2.487108e+06"
"4023_418.2585_10.1607_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.911501e+05"
"4024_459.3109_9.2162_1202_N/A_Gitoxigenin_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","5.050375e+05"
"4025_359.2904_8.2828_1212_N/A_Ornithine-UDCA_NA_Organic compounds_Lipids and lipid-like molecules_Phenols_Benzenediols","1.830802e+06"
"4026_363.1804_6.3604_154_N/A_10-Deacetylbaccatin III (ex taxus baccata)_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","2.818678e+06"
"4028_352.2117_6.3634_23_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.558496e+06"
"4029_332.1703_3.5466_239_N/A_Spectral Match to Thr-Val-Leu from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.905202e+06"
"4030_412.233_7.3877_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.470625e+06"
"4031_365.1235_5.1502_608_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.194362e+06"
"4032_462.3064_10.284_164_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","4.866839e+05"
"4033_370.2224_5.4756_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.036414e+06"
"4035_427.1956_7.8558_808_N/A_bufalin_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","2.367537e+06"
"4036_325.2216_5.2315_167_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","1.664221e+06"
"4037_229.1549_0.6815_-1_N/A_Spectral Match to Phe-Pro from NIST14_NA_no matches_no matches_no matches_no matches","1.252712e+06"
"4038_450.2847_8.2483_1155_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_Monoterpenoids","5.528836e+05"
"4039_488.226_13.1588_513_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.139054e+06"
"4040_329.1748_9.5212_121_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Prenol lipids_NA","2.478901e+06"
"4041_257.1537_10.0863_32_N/A_Massbank:FFF00164 Campesterol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","4.853979e+05"
"4042_363.253_10.8074_2011_N/A_Curdione_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","9.832365e+05"
"4043_382.2223_7.6168_2277_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_Benzylpiperidines","1.809031e+06"
"4044_263.1279_7.5052_81_N/A_Tartaric acid_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","7.867874e+05"
"4045_235.1905_6.5932_64_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.048662e+06"
"4046_460.3272_8.9571_1013_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.683828e+06"
"4047_235.1905_6.9944_64_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.017217e+06"
"4048_242.1752_7.0056_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.639038e+06"
"4049_337.1647_5.4123_154_N/A_ingenol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","5.933356e+06"
"4050_446.2902_10.3386_1413_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","9.191429e+05"
"4051_303.1802_8.7015_164_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","5.229198e+05"
"4052_367.1377_7.6229_1045_NCGC00385130-01_C16H24O8_Hexopyranoside, 2-hydroxy-2-(4-methoxyphenyl)-1-methylethyl_Drospirenone_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","7.648943e+05"
"4054_262.2013_3.4481_31_OxymetazolineHCl_Massbank:EQ359002 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA","3.745888e+06"
"4055_540.3488_6.1165_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.087253e+05"
"4056_396.2379_7.105_491_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_Monoterpenoids","9.360002e+05"
"4057_386.2902_7.7449_82_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA","7.943676e+05"
"4058_800.4849_4.9532_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.135491e+06"
"4059_398.2174_5.8087_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.029836e+06"
"4060_449.2017_7.3302_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.414255e+05"
"4061_415.3202_10.2219_82_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA","4.799741e+05"
"4062_380.2066_6.9557_51_5-hydroxy-7-[2-(2-hydroxy-5-oxo-2H-furan-3-yl)ethyl]-7,8-dimethyl-5,6,6a,8,9,10-hexahydro-1H-benzo[d][2]benzofuran-3-one_10-Deacetylbaccatin III (ex taxus baccata)_NA_Organic compounds_Phenylpropanoids and polyketides_Isoflavonoids_Isoflav-2-enes","2.198287e+06"
"4063_249.1122_6.0307_350_N/A_NA_NA_Organic compounds_Benzenoids_Prenol lipids_Sesquiterpenoids","2.133464e+06"
"4064_364.2116_6.6213_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.277605e+06"
"4065_380.2066_6.4598_51_N/A_10-Deacetylbaccatin III (ex taxus baccata)_NA_Organic compounds_Phenylpropanoids and polyketides_Isoflavonoids_Isoflav-2-enes","1.414413e+06"
"4066_235.2057_9.9838_-1_N/A_Spectral Match to Pinolenic acid from NIST14_NA_no matches_no matches_no matches_no matches","1.077868e+06"
"4067_313.1646_5.2888_277_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","2.301583e+06"
"4068_356.2795_8.821_64_N/A_Spectral Match to trans-EKODE-(E)-Ib from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.726544e+06"
"4069_337.201_7.5647_352_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","1.963829e+06"
"4070_410.2537_7.4136_-1_N/A_Dihydrogedunic Acid, Methyl Ester_NA_no matches_no matches_no matches_no matches","1.624590e+06"
"4071_363.2889_10.7494_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.949195e+06"
"4072_462.3212_10.4479_428_N/A_NA_Wewakpeptin_A_7,7,8,8-Tetrahydro_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Bile acids, alcohols and derivatives","1.736084e+06"
"4073_207.1016_5.192_28_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","4.714030e+06"
"4074_190.0498_3.0241_590_KYNURENATE_KYNURENATE_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_NA","9.607736e+05"
"4075_316.2636_8.8522_1033_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organonitrogen compounds_Amines","2.854626e+06"
"4077_394.2219_8.0548_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.966332e+05"
"4078_295.1653_3.2889_873_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.410027e+05"
"4079_334.1858_3.744_2251_N/A_NA_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_NA","8.906314e+05"
"4080_352.2116_8.7444_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.622312e+06"
"4081_574.3798_6.4343_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","7.898866e+05"
"4082_256.1909_8.1322_680_N/A_Methyl caffeate_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_NA","9.066705e+05"
"4083_355.7304_5.4107_1741_N/A_NA_NA_no matches_no matches_no matches_no matches","7.538355e+05"
"4084_436.2691_9.2966_715_N/A_6-ethoxy-4-({4-[(4-methoxyphenyl)methyl]piperazinyl}methyl)chromen-2-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids","1.358146e+06"
"4085_378.3004_10.5662_2152_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids","1.115405e+06"
"4086_410.2537_7.6075_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.921700e+05"
"4087_360.1653_4.2088_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.178957e+06"
"4088_551.3703_3.7361_96_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA","9.576823e+05"
"4089_352.2116_7.5972_61_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","2.534851e+06"
"4090_392.2426_8.4477_61_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.712864e+06"
"4091_243.1228_3.4749_838_N/A_Massbank:AC000270 Verrucarol_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA","1.504862e+06"
"4093_361.2373_9.4786_2667_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty alcohols","6.914910e+05"
"4094_307.1541_7.1711_1545_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","1.598731e+06"
"4095_231.1228_5.0761_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.240692e+06"
"4096_351.1805_6.4076_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","1.005318e+06"
"4097_193.0859_5.8873_363_N/A_SALICYLIC ACID_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","3.501463e+06"
"4098_311.1491_6.6432_-1_N/A_Massbank:AC000919 Atranone B_NA_no matches_no matches_no matches_no matches","1.238461e+06"
"4099_281.211_10.7131_-1_N/A_Chaulmoogric Acid_NA_no matches_no matches_no matches_no matches","1.180839e+06"
"4100_327.1802_6.039_277_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","2.701484e+06"
"4101_382.2587_7.6025_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_no matches_no matches_no matches_no matches","1.711562e+06"
"4102_248.1282_6.1918_229_N/A_ReSpect:PT106160 L-beta-homotyrosine-HCl|(S)-3-Amino-4-(4-hydroxyphenyl)butyric acid hydrochloride|(3S)-3-amino-4-(4-hydroxyphenyl)butanoic acid_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","1.398056e+06"
"4103_305.1747_7.7615_1245_N/A_Dydrogesterone_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.086359e+06"
"4104_530.3532_6.3167_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.789286e+06"
"4105_228.1596_6.0716_680_N/A_Massbank:LU014201 2,2'-[(4-Methylphenyl)imino]diethanol|N,N-Bis(2-hydroxyethyl)-p-toluidine|2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_NA","1.226143e+06"
"4106_293.1132_2.8307_270_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.076724e+05"
"4108_249.1122_6.3568_81_N/A_SUBERIC ACID_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.376882e+06"
"4109_316.1877_2.9644_628_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Tetrahydroisoquinolines_NA","2.069851e+06"
"4111_279.1704_3.844_802_Spectral Match to Leu-Phe from NIST14_Spectral Match to Ile-Leu from NIST14_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","7.278208e+05"
"4112_301.155_3.854_-1_N/A_PE(16:0/0:0); [M-H]- C21H43N1O7P1_NA_no matches_no matches_no matches_no matches","7.294328e+05"
"4113_280.1545_6.9357_81_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.154631e+06"
"4114_289.201_7.2952_64_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","9.428491e+05"
"4115_289.1798_8.3717_155_N/A_Massbank:LU085502 dl-Norgestrel|(8R,9S,10R,13S,14S)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","2.135554e+06"
"4116_261.1333_6.9515_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.062048e+05"
"4117_394.2073_5.6397_620_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","1.141224e+06"
"4118_363.2167_8.3008_154_N/A_10-Deacetylbaccatin III (ex taxus baccata)_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","4.739192e+05"
"4119_394.222_8.2346_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.967910e+05"
"4120_454.2798_7.5761_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.107442e+06"
"4121_337.201_7.9894_352_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","4.760908e+05"
"4122_305.1747_5.3184_1311_N/A_GLECHOMAFURAN_NA_Organic compounds_Organoheterocyclic compounds_Fatty Acyls_NA","1.237443e+06"
"4123_738.4123_5.6576_383_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_Amino acids, peptides, and analogues","9.135473e+05"
"4124_340.2639_9.5245_3144_N/A_Massbank:FFF00243 Estrone_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_Quinolones and derivatives","9.244280e+05"
"4125_297.2061_7.5041_2110_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","9.693147e+05"
"4126_338.1961_7.1441_1548_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Tropane alkaloids_NA","2.831405e+06"
"4127_259.2091_12.333_32_N/A_Methyl hexadecanoate_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.173333e+06"
"4128_366.1908_6.2758_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.006492e+06"
"4130_344.2796_9.1948_82_Spectral Match to Lauroyl L-carnitine from NIST14_Spectral Match to Lauroyl L-carnitine from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA","8.129372e+05"
"4131_275.1854_6.6593_64_N/A_Spectral Match to 12-Ketodeoxycholic acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","1.949203e+06"
"4132_342.1912_4.8857_1947_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","3.903623e+06"
"4133_303.2321_10.3116_-1_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_NA_no matches_no matches_no matches_no matches","4.525495e+05"
"4134_469.2793_9.6026_1223_N/A_(3E,7E,11E,15E)-5,9,13,17,18-pentahydroxy-4,6,8,10-tetramethyl-2-[(E)-2-methylbut-2-enyl]nonadeca-3,7,11,15-tetraenedioic acid_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid lactones","4.702080e+05"
"4135_498.3635_8.9931_523_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","4.612718e+05"
"4136_345.2425_10.0621_678_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","1.107722e+06"
"4137_400.3424_10.4741_309_N/A_Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","4.453692e+05"
"4139_363.1805_8.1944_154_N/A_ingenol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids","1.505452e+06"
"4142_516.3385_5.3807_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.003532e+05"
"4143_460.3616_10.2374_1125_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","4.467176e+05"
"4144_470.3115_8.4332_796_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Hydroxysteroids","1.343576e+06"
"4145_470.2389_8.702_804_N/A_[(4R,6aR,9S,9aR,9bR)-9-methyl-3,6-dimethylidene-2,8-dioxo-3a,4,5,6a,7,9,9a,9b-octahydroazuleno[4,5-b]furan-4-yl] (E)-4-hydroxy-2-[[(E)-4-hydroxy-2-methylbut-2-enoyl]oxymethyl]but-2-enoate_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","6.805262e+05"
